학수번호-분반	과목명	교수명	학점	이수구분	강의시간표 및 장소	요일	교시	장소
LIBS408 - 00	생명과학실험지도Ⅱ	구승회	3	전공필수	토(4-8) 하나과학관 109호	['토']	[[4, 5, 6, 7, 8]]	['하나과학관 109호']
LIBS442 - 01	시스템신경과학(영강)	백자현	3	전공선택	"월(3) 하나과학관 109호
수(3) 하나과학관 109호"	['월', '수']	[[3], [3]]	['하나과학관 109호', '하나과학관 109호']
LIBS442 - 02	시스템신경과학	윤봉준	3	전공선택	"월(3) 하나과학관 102호
수(3) 하나과학관 102호"	['월', '수']	[[3], [3]]	['하나과학관 102호', '하나과학관 102호']
LIBS444 - 00	면역학II	김태성	3	전공선택	"월(5) 하나과학관 101호
수(5) 하나과학관 101호"	['월', '수']	[[5], [5]]	['하나과학관 101호', '하나과학관 101호']
LIBS449 - 00	응용면역학(영강)	최해웅	3	전공선택	"월(5) 하나과학관 109호
수(5) 하나과학관 109호"	['월', '수']	[[5], [5]]	['하나과학관 109호', '하나과학관 109호']
LIBS450 - 00	진화생물학	김기중	3	전공선택	"월(3) 하나과학관 지하 214호
수(3) 하나과학관 지하 214호"	['월', '수']	[[3], [3]]	['하나과학관 지하 214호', '하나과학관 지하 214호']
LIBS462 - 00	바이러스학	안병윤	3	전공선택	"화(2) 하나과학관 109호
목(2) 하나과학관 109호"	['화', '목']	[[2], [2]]	['하나과학관 109호', '하나과학관 109호']
LIBS474 - 00	세포신호전달학(영강)	김충호	3	전공선택	"화(5) 하나과학관 109호
목(5) 하나과학관 109호"	['화', '목']	[[5], [5]]	['하나과학관 109호', '하나과학관 109호']
LIBS482 - 00	분석생명과학	구만복	3	전공선택	"월(3) 하나과학관 지하 217호
수(3) 하나과학관 지하 217호"	['월', '수']	[[3], [3]]	['하나과학관 지하 217호', '하나과학관 지하 217호']
LIBS487 - 00	식물발달분자생리학I	안지훈	3	전공선택	"월(4) 하나과학관 101호
수(4) 하나과학관 101호"	['월', '수']	[[4], [4]]	['하나과학관 101호', '하나과학관 101호']
BMED202 - 01	공학수학II(영강)	구자현	3	전공필수	"월(2) 하나과학관 지하 108호
수(2) 하나과학관 지하 108호"	['월', '수']	[[2], [2]]	['하나과학관 지하 108호', '하나과학관 지하 108호']
BMED202 - 02	공학수학II(영강)	최영운	3	전공필수	"화(2) 하나과학관 지하 128호
목(2) 하나과학관 지하 128호"	['화', '목']	[[2], [2]]	['하나과학관 지하 128호', '하나과학관 지하 128호']
BMED212 - 00	기초광학	양태석	3	전공선택	"화(5) 하나과학관 지하 109호
목(5) 하나과학관 지하 109호"	['화', '목']	[[5], [5]]	['하나과학관 지하 109호', '하나과학관 지하 109호']
BMED218 - 00	생리학	이규백	3	전공선택	"월(5) 하나과학관 지하 127호
수(5) 하나과학관 지하 127호"	['월', '수']	[[5], [5]]	['하나과학관 지하 127호', '하나과학관 지하 127호']
BMED224 - 00	물리화학	박성훈	3	전공선택	월(1-2) 하나과학관 지하 106호	['월']	[[1, 2]]	['하나과학관 지하 106호']
BMED228 - 00	의공학의이해	염정열	3	전공선택	금(2-3) 하나과학관 지하 128호	['금']	[[2, 3]]	['하나과학관 지하 128호']
BMED230 - 00	전자회로(영강)	유용상	3	전공선택	"월(5) 하나과학관 지하 108호
수(5) 하나과학관 지하 108호"	['월', '수']	[[5], [5]]	['하나과학관 지하 108호', '하나과학관 지하 108호']
BMED306 - 00	세포생물학	윤대성	3	전공선택	"화(4) 하나과학관 지하 108호
목(4) 하나과학관 지하 108호"	['화', '목']	[[4], [4]]	['하나과학관 지하 108호', '하나과학관 지하 108호']
BMED318 - 00	의학영상처리	이기성	3	전공선택	"월(2) 하나과학관 지하 132호
수(2) 하나과학관 지하 132호"	['월', '수']	[[2], [2]]	['하나과학관 지하 132호', '하나과학관 지하 132호']
BMED326 - 00	의공학실험Ⅱ	이규백	2	전공필수	"목(5-7) 하나과학관 256호
목(5-7) 하나과학관 지하 127호"	['목', '목']	[[5, 6, 7], [5, 6, 7]]	['하나과학관 256호', '하나과학관 지하 127호']
BMED330 - 00	바이오메디컬소재공정(영강)	고영학	3	전공선택	"월(4) 하나과학관 지하 132호
수(4) 하나과학관 지하 132호"	['월', '수']	[[4], [4]]	['하나과학관 지하 132호', '하나과학관 지하 132호']
BMED334 - 00	의학물리	윤명근	3	전공선택	"화(3) 하나과학관 지하 128호
수(3) 하나과학관 지하 128호"	['화', '수']	[[3], [3]]	['하나과학관 지하 128호', '하나과학관 지하 128호']
BMED336 - 00	바이오메디컬빅데이터	황은진	3	전공선택	"화(2) 하나과학관 지하 111호
수(8) 하나과학관 지하 111호
목(2) 하나과학관 지하 111호"	['화', '수', '목']	[[2], [8], [2]]	['하나과학관 지하 111호', '하나과학관 지하 111호', '하나과학관 지하 111호']
BMED404 - 00	신경및뇌공학	성준경	3	전공선택	"화(6) 하나과학관 지하 105호
목(6) 하나과학관 지하 105호"	['화', '목']	[[6], [6]]	['하나과학관 지하 105호', '하나과학관 지하 105호']
BMED420 - 00	바이오메디컬통계학(영강)	염정열	3	전공선택	"화(5) 하나과학관 지하 108호
목(5) 하나과학관 지하 108호"	['화', '목']	[[5], [5]]	['하나과학관 지하 108호', '하나과학관 지하 108호']
BMED422 - 00	바이오인공장기	구자현	3	전공선택	"월(4) 하나과학관 지하 108호
수(4) 하나과학관 지하 108호"	['월', '수']	[[4], [4]]	['하나과학관 지하 108호', '하나과학관 지하 108호']
BMED424 - 00	의공학특강Ⅱ	정아람	1	전공선택	목(6) 하나과학관 지하 131호	['목']	[[6]]	['하나과학관 지하 131호']
BMED434 - 00	의공학프로젝트:캡스톤디자인II(영강)	정아람	3	전공선택	금(7-10) 하나과학관 지하 131호	['금']	[[7, 8, 9, 10]]	['하나과학관 지하 131호']
BMED436 - 00	의료로봇	김승종	3	전공선택	"화(2) 하나과학관 지하 132호
목(2) 하나과학관 지하 132호"	['화', '목']	[[2], [2]]	['하나과학관 지하 132호', '하나과학관 지하 132호']
BMED440 - 00	의료산업및비즈니스모델	김진태	3	전공선택	화(5-6) 하나과학관 지하 127호	['화']	[[5, 6]]	['하나과학관 지하 127호']
ENGL202 - 00	영미소설개론(영강)	최자윤	3	전공선택	"화(2) 서관 401호
목(2) 서관 401호"	['화', '목']	[[2], [2]]	['서관 401호', '서관 401호']
ENGL218 - 00	응용언어학개론(영강)	이희경	3	전공선택	"수(2) 서관 316B호
금(2) 서관 316B호"	['수', '금']	[[2], [2]]	['서관 316B호', '서관 316B호']
ENGL220 - 01	전공영문글쓰기(영강)	Peter N. McAuley	3	전공선택	"월(5) 교양관 402호
수(5) 교양관 402호"	['월', '수']	[[5], [5]]	['교양관 402호', '교양관 402호']
ENGL220 - 02	전공영문글쓰기(영강)	Kathleen Lee	3	전공선택	"화(1) 교양관 402호
목(1) 교양관 402호"	['화', '목']	[[1], [1]]	['교양관 402호', '교양관 402호']
ENGL236 - 00	영문법(영강)	최선영	3	전공선택	"화(3) 서관 215호
목(3) 서관 215호"	['화', '목']	[[3], [3]]	['서관 215호', '서관 215호']
ENGL270 - 00	근대영문학의흐름	장성현	3	전공선택	"화(2) 서관 215호
목(2) 서관 215호"	['화', '목']	[[2], [2]]	['서관 215호', '서관 215호']
ENGL280 - 00	미국문학의흐름	김서현	3	전공선택	"화(1) 교양관 209호
목(1) 교양관 209호"	['화', '목']	[[1], [1]]	['교양관 209호', '교양관 209호']
ENGL281 - 00	영미문학과대중문화(영강)	조경진	3	전공선택	"월(1) 교육관 305호
수(1) 교육관 305호"	['월', '수']	[[1], [1]]	['교육관 305호', '교육관 305호']
ENGL332 - 00	셰익스피어	전준택	3	전공선택	"화(5) 서관 316A호
목(5) 서관 316A호"	['화', '목']	[[5], [5]]	['서관 316A호', '서관 316A호']
ENGL336 - 00	현대영국소설(영강)	안선영	3	전공선택	"월(5) 서관 401호
수(5) 서관 401호"	['월', '수']	[[5], [5]]	['서관 401호', '서관 401호']
ENGL338 - 00	현대영국시	김양순	3	전공선택	"월(2) 서관 317호
수(2) 서관 317호"	['월', '수']	[[2], [2]]	['서관 317호', '서관 317호']
ENGL358 - 00	19세기영국시(영강)	장성현	3	전공선택	"월(6) 서관 307호
수(6) 서관 307호"	['월', '수']	[[6], [6]]	['서관 307호', '서관 307호']
ENGL364 - 00	특수장르문학	신혜원	3	전공선택	"월(4) 교양관 304호
수(4) 교양관 304호"	['월', '수']	[[4], [4]]	['교양관 304호', '교양관 304호']
ENGL372 - 00	초기영국소설(영강)	최자윤	3	전공선택	"화(3) 서관 317호
목(3) 서관 317호"	['화', '목']	[[3], [3]]	['서관 317호', '서관 317호']
ENGL373 - 00	영어통사론	김정석	3	전공선택	"월(4) 서관 316B호
수(4) 서관 316B호"	['월', '수']	[[4], [4]]	['서관 316B호', '서관 316B호']
ENGL374 - 00	미국흑인문학	윤조원	3	전공선택	"월(5) 서관 307호
수(5) 서관 307호"	['월', '수']	[[5], [5]]	['서관 307호', '서관 307호']
ENGL375 - 00	비평이론	김동욱	3	전공선택	"월(4) 교양관 309호
수(4) 교양관 309호"	['월', '수']	[[4], [4]]	['교양관 309호', '교양관 309호']
ENGL376 - 00	중세르네상스영문학(영강)	유지연	3	전공선택	"월(1) 미디어관 309호
수(1) 미디어관 309호"	['월', '수']	[[1], [1]]	['미디어관 309호', '미디어관 309호']
ENGL378 - 00	영어권문학의이해(영강)	Peter N. McAuley	3	전공선택	"화(2) 서관 316B호
목(2) 서관 316B호"	['화', '목']	[[2], [2]]	['서관 316B호', '서관 316B호']
ENGL382 - 00	미국영화(영강)	Peter N. McAuley	3	전공선택	금(5-6) 서관 316B호	['금']	[[5, 6]]	['서관 316B호']
ENGL384 - 00	미국희곡	전준택	3	전공선택	"화(4) 서관 316A호
목(4) 서관 316A호"	['화', '목']	[[4], [4]]	['서관 316A호', '서관 316A호']
ENGL386 - 00	영국산문	김동욱	3	전공선택	"월(6) 교양관 102호
수(6) 교양관 102호"	['월', '수']	[[6], [6]]	['교양관 102호', '교양관 102호']
ENGL390 - 00	영어음운론	윤혜빈	3	전공선택	금(5-6) 교육관 204호	['금']	[[5, 6]]	['교육관 204호']
ENGL396 - 00	영어의미론	송민영	3	전공선택	금(2-3) 교양관 414호	['금']	[[2, 3]]	['교양관 414호']
ENGL398 - 00	영어습득론(영강)	김현진	3	전공선택	월(6-8) 서관 215호	['월']	[[6, 7, 8]]	['서관 215호']
ENGL418 - 00	미국소수민족문학(영강)	김서현	3	전공선택	"월(3) 교육관 504호
수(3) 교육관 504호"	['월', '수']	[[3], [3]]	['교육관 504호', '교육관 504호']
ENGL424 - 00	문화이론연구(영강)	안선영	3	전공선택	"월(6) 서관 317호
수(6) 서관 317호"	['월', '수']	[[6], [6]]	['서관 317호', '서관 317호']
ENGL426 - 00	영문학과법	김동진	3	전공선택	"화(6) 교양관 605호
목(6) 교양관 605호"	['화', '목']	[[6], [6]]	['교양관 605호', '교양관 605호']
ENGL432 - 00	영어교과교육론	이진형	3	전공선택	"화(5) 교양관 305호
목(5) 교양관 305호"	['화', '목']	[[5], [5]]	['교양관 305호', '교양관 305호']
ENGL434 - 00	영어교과논리및논술(영강)	Kathleen Lee	3	전공선택	"화(2) 교양관 402호
목(2) 교양관 402호"	['화', '목']	[[2], [2]]	['교양관 402호', '교양관 402호']
ENGL437 - 00	영어음성학응용	남호성	3	전공선택	금(5-6) 교육관 504호	['금']	[[5, 6]]	['교육관 504호']
CHIN204 - 01	중국어회화II(외국어강의)	최신혜	3	전공선택	"화(5) CJ법학관 508호
목(5) CJ법학관 508호"	['화', '목']	[[5], [5]]	['CJ법학관 508호', 'CJ법학관 508호']
CHIN204 - 02	중국어회화II(외국어강의)	조은정	3	전공선택	"수(2) 교육관 406호
금(2) 교육관 406호"	['수', '금']	[[2], [2]]	['교육관 406호', '교육관 406호']
CHIN206 - 01	중급중국어강독II	강에스더	3	전공선택	"월(5) 서관 315호
수(5) 서관 315호
수(7-8) 서관 314B호"	['월', '수', '수']	[[5], [5], [7, 8]]	['서관 315호', '서관 315호', '서관 314B호']
CHIN206 - 02	중급중국어강독II	김미라	3	전공선택	"월(7-8) 
목(3-4) 법학관구관 B103호"	['월', '목']	[[7, 8], [3, 4]]	['', '법학관구관 B103호']
CHIN212 - 00	현대중국어문법II	오유정	3	전공선택	"화(2) 
목(2)"	['화', '목']	[[2], [2]]	['', '']
CHIN224 - 00	중국고전문학사II	홍윤기	3	전공선택	"화(2) SK미래관 4121
목(2) SK미래관 4121"	['화', '목']	[[2], [2]]	['SK미래관 4121', 'SK미래관 4121']
CHIN232 - 00	중국현대문학사		3	전공선택	"월(6) 서관 403호
수(6) 서관 403호"	['월', '수']	[[6], [6]]	['서관 403호', '서관 403호']
CHIN234 - 00	중국뉴미디어문화Ⅱ	류호현	3	전공선택	"월(2) SK미래관 4121
수(2) SK미래관 4121"	['월', '수']	[[2], [2]]	['SK미래관 4121', 'SK미래관 4121']
CHIN241 - 01	현대중국사회의이해	김도훈	3	전공선택	"월(6) 교육관 406호
수(6) 교육관 406호"	['월', '수']	[[6], [6]]	['교육관 406호', '교육관 406호']
CHIN241 - 02	현대중국사회의이해		3	전공선택	"화(6) 서관 402호
목(6) 서관 402호"	['화', '목']	[[6], [6]]	['서관 402호', '서관 402호']
CHIN302 - 01	고급중국어연습II	정명숙	3	전공선택	"화(6) 국제관 317호
목(6) 국제관 317호"	['화', '목']	[[6], [6]]	['국제관 317호', '국제관 317호']
CHIN302 - 02	고급중국어연습II	정지수	3	전공선택	"월(1) 서관 403호
수(1) 서관 403호"	['월', '수']	[[1], [1]]	['서관 403호', '서관 403호']
CHIN304 - 00	중국어작문II(외국어강의)	WU XIAOLI	3	전공선택	"화(5) 교육관 307호
목(5) 교육관 307호"	['화', '목']	[[5], [5]]	['교육관 307호', '교육관 307호']
CHIN312 - 00	중국어의이해II	장정임	3	전공선택	"월(2) 
수(2)"	['월', '수']	[[2], [2]]	['', '']
CHIN328 - 00	중국고전강독II	김관수	3	전공선택	금(5-6) 서관 224B호	['금']	[[5, 6]]	['서관 224B호']
CHIN330 - 00	중국고전시가II	하주연	3	전공선택	"화(4) 미디어관 505호
목(4) 미디어관 505호"	['화', '목']	[[4], [4]]	['미디어관 505호', '미디어관 505호']
CHIN342 - 00	중국고전소설II(외국어강의)	조동매	3	전공선택	"월(5) 국제관 317호
수(5) 국제관 317호"	['월', '수']	[[5], [5]]	['국제관 317호', '국제관 317호']
CHIN383 - 00	중국의공연예술	송정화	3	전공선택	"월(4) 교양관 204호
수(4) 교양관 204호"	['월', '수']	[[4], [4]]	['교양관 204호', '교양관 204호']
CHIN394 - 00	인물로보는중국문화	고점복	3	전공선택	"화(1) 서관 314B호
목(1) 서관 314B호"	['화', '목']	[[1], [1]]	['서관 314B호', '서관 314B호']
CHIN397 - 00	중국인문지리	안예선	3	전공선택	"화(1) 서관 314A호
목(1) 서관 314A호"	['화', '목']	[[1], [1]]	['서관 314A호', '서관 314A호']
CHIN452 - 00	중국어세미나II(외국어강의)	박교리	3	전공선택	"월(5) 
수(5)"	['월', '수']	[[5], [5]]	['', '']
CHIN453 - 00	중국어통역연습	김영민	3	전공선택	"화(5) 교육관 308호
목(5) 교육관 311호"	['화', '목']	[[5], [5]]	['교육관 308호', '교육관 311호']
CHIN482 - 00	중국현대산문	장동천	3	전공선택	"화(2) 서관 402호
목(2) 서관 402호"	['화', '목']	[[2], [2]]	['서관 402호', '서관 402호']
CHIN494 - 00	중국어교과교재연구및지도법	황해금	2	전공선택	금(3-4) 서관 314B호	['금']	[[3, 4]]	['서관 314B호']
CHIN496 - 00	중국어교과논리및논술(외국어강의)	조동매	3	전공선택	"화(5) 
목(5)"	['화', '목']	[[5], [5]]	['', '']
JMCO203 - 01	미디어학입문	이상원	3	전공필수	"화(3) 미디어관 412호
목(3) 미디어관 412호"	['화', '목']	[[3], [3]]	['미디어관 412호', '미디어관 412호']
JMCO203 - 02	미디어학입문(영강)	이명선	3	전공필수	"월(1) 미디어관 602호
수(1) 미디어관 602호"	['월', '수']	[[1], [1]]	['미디어관 602호', '미디어관 602호']
JMCO240 - 00	PR의이해(영강)	이혜림	3	전공선택	"화(1) 미디어관 410호
목(1) 미디어관 410호"	['화', '목']	[[1], [1]]	['미디어관 410호', '미디어관 410호']
JMCO248 - 00	미디어데이터사이언스입문	김성태	3	전공필수	수(4-5) 미디어관 602호	['수']	[[4, 5]]	['미디어관 602호']
JMCO257 - 00	한국의문화와미디어(영강)	박지훈	3	전공선택	월(6-8) 미디어관 602호	['월']	[[6, 7, 8]]	['미디어관 602호']
JMCO259 - 00	다문화사회와미디어(영강)	김형신	3	전공선택	"화(3) 미디어관 410호
목(3) 미디어관 410호"	['화', '목']	[[3], [3]]	['미디어관 410호', '미디어관 410호']
JMCO262 - 00	미디어와젠더(영강)	김수미	3	전공선택	"화(3) 미디어관 602호
목(3) 미디어관 602호"	['화', '목']	[[3], [3]]	['미디어관 602호', '미디어관 602호']
JMCO264 - 00	대인커뮤니케이션(영강)	Hee Sun Park	3	전공선택	"월(2) 미디어관 309호
수(2) 미디어관 309호"	['월', '수']	[[2], [2]]	['미디어관 309호', '미디어관 309호']
JMCO268 - 00	소비자의이해(영강)	최세정	3	전공선택	"화(4) 미디어관 602호
목(4) 미디어관 602호"	['화', '목']	[[4], [4]]	['미디어관 602호', '미디어관 602호']
JMCO272 - 00	방송론	이헌율	3	전공선택	"월(1) 미디어관 410호
수(1) 미디어관 410호"	['월', '수']	[[1], [1]]	['미디어관 410호', '미디어관 410호']
JMCO273 - 00	영화론(영강)	신혜린	3	전공선택	금(1-2) 미디어관 412호	['금']	[[1, 2]]	['미디어관 412호']
JMCO275 - 01	영상콘텐츠기초제작실습	이은택	3	전공선택	수(4-7) 미디어관B203	['수']	[[4, 5, 6, 7]]	['미디어관B203']
JMCO275 - 02	영상콘텐츠기초제작실습	정창영	3	전공선택	화(5-8) 미디어관 412호	['화']	[[5, 6, 7, 8]]	['미디어관 412호']
JMCO277 - 01	저널리즘글쓰기	장경덕	3	전공선택	수(4-7) 미디어관 309호	['수']	[[4, 5, 6, 7]]	['미디어관 309호']
JMCO277 - 02	저널리즘글쓰기	김학순	3	전공선택	금(4-7) 미디어관 309호	['금']	[[4, 5, 6, 7]]	['미디어관 309호']
JMCO277 - 03	저널리즘글쓰기	김학순	3	전공선택	목(4-7) 미디어관 309호	['목']	[[4, 5, 6, 7]]	['미디어관 309호']
JMCO279 - 00	애널리틱스프로그래밍	백현미	3	전공선택	화(5-6) 미디어관 602호	['화']	[[5, 6]]	['미디어관 602호']
JMCO360 - 00	대중문화연구(영강)	마동훈	3	전공선택	금(1-2)	['금']	[[1, 2]]	['']
JMCO376 - 00	PR사례연구	윤영민	3	전공선택	목(4-5) 미디어관B203	['목']	[[4, 5]]	['미디어관B203']
JMCO377 - 00	미디어기술(영강)	정윤혁	3	전공선택	"화(5) 미디어관601
목(5) 미디어관601"	['화', '목']	[[5], [5]]	['미디어관601', '미디어관601']
JMCO379 - 00	미디어산업과융합	김선미	3	전공선택	"월(2) 미디어관601
수(2) 미디어관601"	['월', '수']	[[2], [2]]	['미디어관601', '미디어관601']
JMCO384 - 00	미디어제작기획	임철희	3	전공선택	금(1-3) 미디어관B203	['금']	[[1, 2, 3]]	['미디어관B203']
JMCO385 - 00	미디어비평(영강)	노광우	3	전공선택	월(5-6) 미디어관 412호	['월']	[[5, 6]]	['미디어관 412호']
JMCO387 - 00	영상이론(영강)	김형신	3	전공선택	"화(2) 미디어관 410호
목(2) 미디어관 410호"	['화', '목']	[[2], [2]]	['미디어관 410호', '미디어관 410호']
JMCO392 - 01	멀티미디어리포팅(영강)	윤화진	3	전공선택	월(4-7) 미디어관 410호	['월']	[[4, 5, 6, 7]]	['미디어관 410호']
JMCO392 - 02	멀티미디어리포팅	윤화진	3	전공선택	화(1-4) 미디어관 309호	['화']	[[1, 2, 3, 4]]	['미디어관 309호']
JMCO444 - 00	미디어법과윤리	박아란	3	전공선택	수(2-3) 미디어관 602호	['수']	[[2, 3]]	['미디어관 602호']
JMCO448 - 00	전략커뮤니케이션리서치(영강)	Ihm Jennifer	3	전공선택	"화(2) 미디어관 602호
목(2) 미디어관 602호"	['화', '목']	[[2], [2]]	['미디어관 602호', '미디어관 602호']
JMCO452 - 00	미디어정책	김정현	3	전공선택	"월(2) 미디어관 410호
수(2) 미디어관 410호"	['월', '수']	[[2], [2]]	['미디어관 410호', '미디어관 410호']
JMCO453 - 00	탐사기획보도	박재영	3	전공선택	목(5-7) 미디어관 410호	['목']	[[5, 6, 7]]	['미디어관 410호']
JMCO457 - 00	미디어제작워크샵Ⅱ	정창영	3	전공선택	수(1-3) 미디어관 412호	['수']	[[1, 2, 3]]	['미디어관 412호']
JMCO461 - 00	미디어·커뮤니케이션특강Ⅰ(영강)	김담희	3	전공선택	"화(2) 미디어관601
목(2) 미디어관601"	['화', '목']	[[2], [2]]	['미디어관601', '미디어관601']
MECH204 - 01	유체역학I	신세현	3	전공필수	"화(2) 창의관 117호
목(2) 창의관 117호"	['화', '목']	[[2], [2]]	['창의관 117호', '창의관 117호']
MECH204 - 02	유체역학I(영강)	유재영	3	전공필수	"월(2) 창의관 B114호
수(2) 창의관 B114호"	['월', '수']	[[2], [2]]	['창의관 B114호', '창의관 B114호']
MECH204 - 03	유체역학I(영강)	김혜정	3	전공필수	"화(5) 창의관 205호
목(5) 창의관 205호"	['화', '목']	[[5], [5]]	['창의관 205호', '창의관 205호']
MECH210 - 01	전산기이용기계제도	최병호	2	전공필수	금(4-5) 창의관 117호	['금']	[[4, 5]]	['창의관 117호']
MECH210 - 02	전산기이용기계제도(영강)	문두환	2	전공필수	금(1-2) 창의관 212	['금']	[[1, 2]]	['창의관 212']
MECH216 - 01	공업수학II(영강)	한창수	3	전공선택	"월(4) 창의관 B114호
수(4) 창의관 B114호"	['월', '수']	[[4], [4]]	['창의관 B114호', '창의관 B114호']
MECH216 - 02	공업수학II	권오명	3	전공선택	"월(4) 창의관 117호
수(4) 창의관 117호"	['월', '수']	[[4], [4]]	['창의관 117호', '창의관 117호']
MECH222 - 01	열역학II	정진택	3	전공선택	"월(5) 창의관 205호
수(5) 창의관 205호"	['월', '수']	[[5], [5]]	['창의관 205호', '창의관 205호']
MECH222 - 02	열역학II	정재원	3	전공선택	"월(5) 창의관 207호
수(5) 창의관 207호"	['월', '수']	[[5], [5]]	['창의관 207호', '창의관 207호']
MECH222 - 03	열역학II(영강)	윤석구	3	전공선택	"월(1) 창의관 203호
수(1) 창의관 203호"	['월', '수']	[[1], [1]]	['창의관 203호', '창의관 203호']
MECH226 - 01	동역학	홍대희	3	전공필수	"월(3) 창의관 117호
수(3) 창의관 117호"	['월', '수']	[[3], [3]]	['창의관 117호', '창의관 117호']
MECH226 - 02	동역학(영강)	박신석	3	전공필수	"화(4) 창의관 203호
목(4) 창의관 203호"	['화', '목']	[[4], [4]]	['창의관 203호', '창의관 203호']
MECH236 - 00	고체역학Ⅱ(영강)	최병호	3	전공선택	"화(1) 공학관 566호
목(1) 공학관 566호"	['화', '목']	[[1], [1]]	['공학관 566호', '공학관 566호']
MECH300 - 01	창의적기계설계:캡스톤디자인	정석	3	전공필수	"화(4) 창의관 110호
화(7) 창의관 110호
목(4) 창의관 110호"	['화', '화', '목']	[[4], [7], [4]]	['창의관 110호', '창의관 110호', '창의관 110호']
MECH300 - 02	창의적기계설계:캡스톤디자인(영강)	유동주	3	전공필수	"화(4) 
화(7) 창의관 203호
목(4)"	['화', '화', '목']	[[4], [7], [4]]	['', '창의관 203호', '']
MECH312 - 00	응용열전달(영강)	최원준	3	전공선택	"월(3) 창의관 B113호
수(3) 창의관 B113호"	['월', '수']	[[3], [3]]	['창의관 B113호', '창의관 B113호']
MECH318 - 00	냉동	김용찬	3	전공선택	"월(2) 창의관 205호
수(2) 창의관 205호"	['월', '수']	[[2], [2]]	['창의관 205호', '창의관 205호']
MECH328 - 00	기계요소설계(영강)	배준범	3	전공선택	"화(6) 창의관 117호
목(6) 창의관 117호"	['화', '목']	[[6], [6]]	['창의관 117호', '창의관 117호']
MECH330 - 01	기계공학실험II(영강)	이호성	1	전공필수	금(1-2) 창의관 B102호	['금']	[[1, 2]]	['창의관 B102호']
MECH330 - 02	기계공학실험II	김용찬	1	전공필수	금(3-4) 창의관 B102호	['금']	[[3, 4]]	['창의관 B102호']
MECH330 - 03	기계공학실험II	정재원	1	전공필수	금(5-6) 창의관 B102호	['금']	[[5, 6]]	['창의관 B102호']
MECH334 - 00	유한요소법(영강)	노건우	3	전공선택	"화(2) 공학관 566호
목(2) 공학관 566호"	['화', '목']	[[2], [2]]	['공학관 566호', '공학관 566호']
MECH373 - 00	기계진동학	나성수	3	전공선택	"월(5) 창의관 B114호
수(5) 창의관 B114호"	['월', '수']	[[5], [5]]	['창의관 B114호', '창의관 B114호']
MECH386 - 01	전기전자공학개론	정우진	3	전공선택	"월(4) 창의관 205호
수(4) 창의관 205호"	['월', '수']	[[4], [4]]	['창의관 205호', '창의관 205호']
MECH386 - 02	전기전자공학개론(영강)	이병양	3	전공선택	"월(4) 창의관 213호
수(4) 창의관 213호"	['월', '수']	[[4], [4]]	['창의관 213호', '창의관 213호']
MECH387 - 00	자동제어(영강)	배준범	3	전공선택	"화(5) 창의관 117호
목(5) 창의관 117호"	['화', '목']	[[5], [5]]	['창의관 117호', '창의관 117호']
MECH424 - 00	연소공학(영강)	임성균	3	전공선택	"월(3) 창의관 205호
수(3) 창의관 205호"	['월', '수']	[[3], [3]]	['창의관 205호', '창의관 205호']
MECH446 - 00	재료거동학(영강)	김윤재	3	전공선택	"월(4) 창의관 203호
수(4) 창의관 203호"	['월', '수']	[[4], [4]]	['창의관 203호', '창의관 203호']
MECH482 - 00	나노공학입문	권오명	3	전공선택	"월(2) 창의관 110호
수(2) 창의관 110호"	['월', '수']	[[2], [2]]	['창의관 110호', '창의관 110호']
MECH498 - 00	학부논문연구	심준형	3	전공선택	월(7-11) 창의관 116호	['월']	[[7, 8, 9, 10, 11]]	['창의관 116호']
PHEK224 - 01	임해훈련	이보경	1	전공필수	월(9-10)	['월']	[[9, 10]]	['']
PHEK224 - 02	임해훈련	김은숙	1	전공필수	월(9-10)	['월']	[[9, 10]]	['']
PHEK224 - 03	임해훈련	김지웅	1	전공필수	월(9-10)	['월']	[[9, 10]]	['']
PHEK228 - 00	기능해부학	이시은	3	전공선택	월(3-4) 교육관 501호	['월']	[[3, 4]]	['교육관 501호']
PHEK232 - 00	빙상교수법	윤나리	1	전공선택	목(3-4)	['목']	[[3, 4]]	['']
PHEK234 - 01	육상교수법Ⅱ	이지민	1	전공선택	금(1-2) 교육관 311호	['금']	[[1, 2]]	['교육관 311호']
PHEK234 - 02	육상교수법Ⅱ	이지민	1	전공선택	금(3-4) 교육관 313호	['금']	[[3, 4]]	['교육관 313호']
PHEK236 - 01	수영교수법Ⅱ	박재완	1	전공선택	수(2-3) 교육관 304호	['수']	[[2, 3]]	['교육관 304호']
PHEK236 - 02	수영교수법Ⅱ	박재완	1	전공선택	수(4-5) 교육관 301호	['수']	[[4, 5]]	['교육관 301호']
PHEK262 - 00	스포츠사회학	이해령	3	전공필수	금(5-6) 교육관 102호	['금']	[[5, 6]]	['교육관 102호']
PHEK264 - 00	여가레크리에이션교육론	김매이	3	전공필수	"월(2) 교육관 204호
수(2) 교육관 204호"	['월', '수']	[[2], [2]]	['교육관 204호', '교육관 204호']
PHEK266 - 00	테니스교수법	정연길	1	전공선택	화(5-6) 교육관 104호	['화']	[[5, 6]]	['교육관 104호']
PHEK268 - 00	보건교육론	박종훈	3	전공선택	"화(5) 교육관 102호
목(5) 교육관 102호"	['화', '목']	[[5], [5]]	['교육관 102호', '교육관 102호']
